index,rooms,retail_price,address,city,sqft,toilets,image_id
7435,6.0,698880,16935 Carrotwood Drive,"Riverside, CA",4235.0,4.1,7435
10303,4.0,748000,1550 Crestview Road,"Redlands, CA",2845.0,3.1,10303
3430,2.0,239000,678 Via Alhambra,"Laguna Woods, CA",1040.0,2.0,3430
5108,3.0,1400000,84024 Lovely Sage Ct.,"Thermal, CA",2832.0,3.0,5108
5193,6.0,1499900,43692 Piasano Place,"Temecula, CA",6979.0,6.1,5193
11524,3.0,429000,31139 Highway 94,"Campo, CA",1782.0,2.0,11524
4977,4.0,1249000,50235 El Dorado Drive,"La Quinta, CA",4449.0,4.1,4977
971,2.0,349900,10921 Grape Street,"Los Angeles, CA",589.0,1.0,971
5233,4.0,1700000,71200 Thunderbird Terrace,"Rancho Mirage, CA",4411.0,4.1,5233
6668,4.0,495000,4616 Sire Circle,"Belltown, CA",1232.0,2.0,6668
7886,5.0,959000,31625 Sierra Verde,"Homeland, CA",5700.0,5.3,7886
5272,4.0,1550000,40371 Scanlon Road,"Temecula, CA",3570.0,3.1,5272
6159,5.0,420000,34487 Crenshaw Street,"Beaumont, CA",3252.0,3.0,6159
759,3.0,279900,44020 Heath Court,"Lancaster, CA",1637.0,3.0,759
453,5.0,1088000,812 N Electric Avenue,"Alhambra, CA",2629.0,3.0,453
4360,3.0,765000,720 W Wedgewood Lane,"La Habra, CA",1930.0,2.0,4360
5295,3.0,1795000,78313 Birkdale Court,"La Quinta, CA",3748.0,3.1,5295
3911,5.0,647900,1812 E Briarvale Avenue,"Anaheim, CA",1436.0,3.0,3911
10190,3.0,675000,675 Eucalyptus Road,"Cedar Glen, CA",2430.0,2.1,10190
7729,3.0,820000,80350 Torreon Way,"La Quinta, CA",2975.0,3.1,7729
51,3.0,216000,1942 El Rey Street,"Rosamond, CA",1222.0,2.0,51
5214,4.0,1949000,3189 Las Brisas,"Palm Springs, CA",4360.0,4.2,5214
1025,3.0,299900,37522 Litchfield Street,"Palmdale, CA",1452.0,3.0,1025
3976,3.0,679000,6442 Chapman Avenue,"Garden Grove, CA",1213.0,2.0,3976
5914,4.0,375000,36731 Gallery Lane,"Beaumont, CA",2025.0,3.0,5914
5802,4.0,349777,1264 Stepstone Court,"Hemet, CA",2621.0,3.0,5802
11210,2.0,299900,17093 Skyline Truck Trail,"Jamul, CA",800.0,1.0,11210
4821,1.0,945500,360 Radcliffe Court,"Laguna Beach, CA",476.0,1.0,4821
8520,2.0,265000,680 Ivy Lane,"Lake Arrowhead, CA",1548.0,2.0,8520
3455,2.0,249900,486 Calle Cadiz,"Laguna Woods, CA",940.0,1.0,3455
1257,2.0,360000,1704 W 59th Place,"Los Angeles, CA",720.0,1.0,1257
5398,3.0,255000,1045 S Hewitt Street,"San Jacinto, CA",1195.0,2.0,5398
3777,3.0,599900,6443 Verdi Drive,"Buena Park, CA",1353.0,2.0,3777
2514,3.0,749000,1911 Elanita Drive,"San Pedro, CA",1416.0,2.0,2514
5051,5.0,1175000,73273 Salt Cedar Street,"Palm Desert, CA",4600.0,4.1,5051
9734,3.0,575000,42106 Snowmass,"Big Bear, CA",1536.0,2.0,9734
649,1.0,250000,2004 Old Nadeau Road,"Palmdale, CA",556.0,1.0,649
2113,3.0,619000,13739 Hanwell Avenue,"Bellflower, CA",1234.0,2.0,2113
11887,3.0,514000,1538 Ionian St,"San Diego, CA",1062.0,2.0,11887
994,3.0,320000,37552 42nd Street E,"Palmdale, CA",1794.0,3.0,994
90,3.0,284900,206 Cummings Valley Boulevard,"Tehachapi, CA",2435.0,2.0,90
8460,2.0,195000,156 E Court Street,"San Bernardino, CA",585.0,1.0,8460
2350,3.0,655000,16525 Cobblestone Road,"La Mirada, CA",1494.0,2.0,2350
6305,4.0,495000,78940 Runaway Bay Drive,"Bermuda Dunes, CA",2304.0,2.0,6305
10911,6.0,1650000,18021 Cerro Del Sol,"Rancho Santa Fe, CA",5337.0,5.2,10911
4293,2.0,749900,22785 Via Octavo,"Mission Viejo, CA",1637.0,2.0,4293
8837,4.0,317500,1151 Express Circle,"Colton, CA",1442.0,2.1,8837
4455,5.0,768000,5092 Kingscross Road,"Westminster, CA",2506.0,3.0,4455
4704,3.0,796000,15 Camino Azulejo,"San Clemente, CA",1972.0,2.1,4704
7273,5.0,654548,6855 Rangeley Way,"Mira Loma, CA",3404.0,3.0,7273
2832,3.0,849900,2905 Magnolia Avenue,"Long Beach, CA",2393.0,3.0,2832
9810,4.0,575000,8636 Forest Park Street,"Chino, CA",2552.0,3.1,9810
10290,3.0,739900,3220 Skyview,"Chino Hills, CA",1976.0,2.1,10290
2227,3.0,649000,10944 FORBES Avenue,"Granada Hills, CA",1130.0,1.1,2227
2213,3.0,629999,3265 Park Lane,"Hawthorne, CA",1578.0,3.0,2213
5580,2.0,289000,53025 Avenida Rubio,"La Quinta, CA",782.0,1.0,5580
6524,3.0,549000,20550 Easy Street,"Desert Hot Springs, CA",1915.0,2.0,6524
4619,3.0,899900,1851 Kentucky Place,"Costa Mesa, CA",1600.0,2.0,4619
4015,3.0,699000,9502 Westminster Avenue,"Garden Grove, CA",988.0,1.1,4015
11509,3.0,424900,487 PATRICK DR,"El Cajon, CA",1431.0,2.0,11509
436,3.0,1258888,1131 Volante Drive,"Arcadia, CA",1973.0,2.0,436
9406,4.0,449000,13516 Jennifer Lane,"Yucaipa, CA",1952.0,3.0,9406
10920,3.0,1745000,8181 Lamour Lane,"San Diego, CA",4006.0,3.1,10920
3549,2.0,329000,718 AVE MAJORCA,"Laguna Woods, CA",1040.0,2.0,3549
8620,4.0,295000,1076 W 5TH Street,"San Bernardino, CA",1294.0,2.0,8620
9944,3.0,599000,1151 Vine Avenue,"Big Bear, CA",1726.0,3.0,9944
2143,3.0,625000,1309 S Sloan Avenue,"Compton, CA",1272.0,2.0,2143
7341,4.0,739900,29085 Via Norte,"Temecula, CA",2426.0,2.1,7341
7650,5.0,749900,1407 Folson Circle,"Corona, CA",3501.0,3.1,7650
11223,2.0,259000,3755 Vista Campana North,"Oceanside, CA",1028.0,2.0,11223
9460,3.0,479000,2609 S Marigold Avenue,"Ontario, CA",1726.0,2.1,9460
410,4.0,1148000,1804 Calle Belleza,"Rowland Heights, CA",3126.0,3.0,410
470,2.0,1499000,1335 N New Hampshire Avenue,"Los Angeles, CA",2024.0,2.0,470
1265,3.0,349000,42554 72nd Street W,"Lancaster, CA",1504.0,2.0,1265
10673,4.0,895000,31063 E Sunset Drive N,"Redlands, CA",4327.0,3.0,10673
10358,5.0,749900,11511 Ragusa Drive,"Rancho Cucamonga, CA",2985.0,3.0,10358
7904,3.0,915000,81600 Macbeth Street,"La Quinta, CA",3153.0,3.1,7904
7626,3.0,750000,29 Birkdale Circle,"Rancho Mirage, CA",3169.0,3.1,7626
2910,4.0,899000,2619 E Larkwood Street,"West Covina, CA",2929.0,4.0,2910
5619,3.0,292700,850 Colorado Drive,"Hemet, CA",1512.0,2.0,5619
10923,5.0,1650000,6688 Elegante Way,"San Diego, CA",4208.0,5.1,10923
11747,3.0,499000,1102 Alpine Oaks,"Alpine, CA",1598.0,2.1,11747
8847,3.0,315000,560 Arbula Drive,"Crestline, CA",1570.0,2.0,8847
11024,4.0,1599000,13053 Sandown Way,"San Diego, CA",3708.0,3.0,11024
1114,3.0,300000,44316 Tahoe Way,"Lancaster, CA",1588.0,2.0,1114
5975,4.0,370000,210 E 5th Street,"Perris, CA",1825.0,2.1,5975
1780,4.0,499000,1547 W 104th Street,"Los Angeles, CA",2217.0,3.0,1780
10056,4.0,650000,7906 Appaloosa Court,"Rancho Cucamonga, CA",2646.0,3.0,10056
1997,3.0,550000,12006 Cheshire Street,"Norwalk, CA",1875.0,2.0,1997
4060,3.0,699900,14126 Paul Way,"Westminster, CA",1141.0,1.0,4060
7425,3.0,700000,41 Gibraltar Drive,"Palm Desert, CA",2912.0,3.0,7425
2145,4.0,649900,14605 Cortina Drive,"La Mirada, CA",1718.0,2.0,2145
267,4.0,400000,15623 K Street,"Mojave, CA",1687.0,4.0,267
9099,4.0,425000,17273 Russo Court,"Fontana, CA",1567.0,3.0,9099
5088,4.0,1195000,80580 Via Talavera,"La Quinta, CA",3267.0,4.1,5088
6137,5.0,448163,1036 Dahlia Court,"Calimesa, CA",2854.0,3.0,6137
3619,2.0,420000,1625 W Santa Ana Boulevard,"Santa Ana, CA",926.0,1.0,3619
5492,4.0,245000,84550 Vera Cruz,"Coachella, CA",1465.0,2.0,5492
6111,3.0,400000,39988 Milos Court,"Murrieta, CA",2030.0,3.0,6111
11410,2.0,350000,3283 Buena Hills,"Oceanside, CA",827.0,1.0,11410
4762,3.0,899731,18 Woodpine Drive,"Irvine, CA",1851.0,2.1,4762
10115,3.0,699000,28923 Palisades Drive,"Lake Arrowhead, CA",1977.0,3.0,10115
5232,3.0,1580000,71040 Tamarisk Lane,"Rancho Mirage, CA",3600.0,3.0,5232
6725,4.0,565000,75784 Via Allegre,"Indian Wells, CA",2356.0,2.1,6725
11557,2.0,429000,4307 Los Padres Dr,"Fallbrook, CA",1238.0,2.0,11557
1527,3.0,500000,870 N Citrus Avenue,"Covina, CA",1089.0,1.1,1527
5452,3.0,249900,28286 Murrieta Road,"Menifee, CA",1518.0,2.0,5452
6322,3.0,475000,78749 Falsetto Drive,"Palm Desert, CA",1909.0,3.0,6322
11093,2.0,220000,540 65Th St,"San Diego, CA",740.0,1.0,11093
3982,4.0,650000,12451 Fallingleaf Street,"Garden Grove, CA",1340.0,2.0,3982
10847,5.0,1460000,13454 El Presidio Trl,"San Diego, CA",3377.0,3.1,10847
9071,3.0,384900,5430 Acorn Drive,"Wrightwood, CA",2048.0,2.0,9071
1354,3.0,410000,222 W 111th Street,"Los Angeles, CA",997.0,1.0,1354
8962,5.0,395000,15645 Mallory Drive,"Fontana, CA",1433.0,2.0,8962
7217,6.0,695000,7985 Natoma Street,"Corona, CA",3763.0,3.1,7217
5413,2.0,224900,65565 Acoma Avenue,"Desert Hot Springs, CA",1206.0,2.0,5413
7555,3.0,795000,40645 Ivel Road,"Hemet, CA",2040.0,3.0,7555
5553,3.0,259000,796 Garfield Street,"Hemet, CA",1437.0,2.0,5553
71,3.0,199000,1801 Poplar Way,"Pine Mountain Club, CA",952.0,2.0,71
3972,3.0,659000,4 Marisol Street,"Ladera Ranch, CA",1601.0,2.1,3972
3456,2.0,215000,526 calle Aragon,"Laguna Woods, CA",1009.0,2.0,3456
6,4.0,415000,1100 CAMILIA Street,"Calexico, CA",2769.0,3.0,6
7112,3.0,669000,2840 Hidden Hills Way,"Corona, CA",2898.0,2.1,7112
6055,3.0,345000,52200 Avenida Alvarado,"La Quinta, CA",1502.0,2.0,6055
10502,,889900,12232 Reseda Drive,"Yucaipa, CA",3055.0,3.0,10502
3163,4.0,1138000,6 Allegheny,"Irvine, CA",2646.0,2.1,3163
1957,3.0,570000,273 S Platina Drive,"Diamond Bar, CA",1500.0,2.0,1957
736,4.0,247000,44002 Elm Avenue,"Lancaster, CA",1517.0,2.0,736
10810,3.0,1049000,7615 La Coruna Place,"Carlsbad, CA",2130.0,2.1,10810
1816,3.0,548000,1230 Indian Summer Avenue,"La Puente, CA",1320.0,2.0,1816
2839,3.0,895000,122 E Adams Avenue,"Alhambra, CA",1843.0,2.0,2839
9617,4.0,550000,9366 9th Avenue,"Hesperia, CA",2297.0,3.0,9617
11862,3.0,530000,964 Armacost Rd,"San Diego, CA",1410.0,2.0,11862
8787,2.0,295000,1601 N Mountain View Avenue,"San Bernardino, CA",756.0,1.0,8787
7156,4.0,687000,78685 Starlight Lane,"Bermuda Dunes, CA",3296.0,3.0,7156
9913,5.0,597900,1372 Oak Street,"Redlands, CA",2204.0,2.0,9913
7322,3.0,749000,120 Via Santo Tomas,"Rancho Mirage, CA",2391.0,3.0,7322
6588,4.0,550000,37564 Mulligan Drive,"Beaumont, CA",2834.0,3.0,6588
7630,4.0,779000,16214 Highgate Drive,"Riverside, CA",3904.0,3.1,7630
4879,3.0,999000,18051 Oak Ridge Drive,"Santa Ana, CA",2336.0,2.0,4879
7545,5.0,780000,16990 Suttles Drive,"Riverside, CA",3825.0,4.1,7545
6458,2.0,488000,44168 San Luis Drive,"Palm Desert, CA",1296.0,2.0,6458
1308,2.0,379900,705 W 131st Street,"Compton, CA",814.0,1.0,1308
1145,7.0,395000,9635 East Avenue H,"Lancaster, CA",3566.0,5.0,1145
7295,5.0,709900,33160 Janda Court,"Temecula, CA",3667.0,4.0,7295
11030,4.0,1650000,17570 Via Del Bravo,"Rancho Santa Fe, CA",3024.0,3.0,11030
3747,3.0,540000,2319 N Sock,"Orange, CA",1200.0,2.0,3747
799,3.0,245000,45337 BISON CIR,"Lancaster, CA",1208.0,2.0,799
10793,6.0,1499900,7828 Vista Lazanja,"San Diego, CA",4247.0,4.1,10793
11981,3.0,500000,1233 Elkelton Blvd,"Spring Valley, CA",1306.0,2.0,11981
3225,4.0,1325000,2021 S Capella Court,"Costa Mesa, CA",2497.0,3.0,3225
409,5.0,1349000,1530 N Hibiscus Avenue,"Azusa, CA",4584.0,4.1,409
6241,3.0,445000,29704 Masters Drive,"Murrieta, CA",2154.0,3.0,6241
7754,3.0,799900,372 W Dominguez Road,"Palm Springs, CA",2030.0,2.0,7754
11105,3.0,210000,1202 Borden Rd,"Escondido, CA",1782.0,2.0,11105
4665,3.0,818000,113 Lavender,"Lake Forest, CA",1600.0,2.1,4665
2684,4.0,750000,945 Parkman Street,"Altadena, CA",1310.0,1.0,2684
7761,3.0,839000,50460 Los Verdes Way,"La Quinta, CA",2535.0,3.1,7761
3779,3.0,599000,11452 Mac Street,"Garden Grove, CA",968.0,2.0,3779
10224,4.0,699000,15291 Green Valley Drive,"Chino Hills, CA",1885.0,2.1,10224
7514,5.0,749000,54790 Forest Haven Drive,"Idyllwild, CA",3212.0,3.0,7514
8817,3.0,349000,12900 Rolling Ridge Drive,"Victorville, CA",1834.0,2.0,8817
1378,1.0,449000,2266 Fargo Street,"Los Angeles, CA",593.0,1.0,1378
9579,2.0,549500,1248 Chestnut Street,"Upland, CA",1628.0,2.0,9579
6262,4.0,450000,35233 Golden Poppy Court,"Winchester, CA",2784.0,3.0,6262
9337,4.0,475438,4399 Quiroga Drive,"Fontana, CA",2025.0,2.1,9337
6657,3.0,554900,50220 Via Simpatico,"La Quinta, CA",3251.0,2.1,6657
6615,4.0,510000,38674 Royal Troon Drive,"Murrieta, CA",3155.0,3.0,6615
11361,2.0,399900,1378 Temple Heights Dr,"Oceanside, CA",1043.0,1.0,11361
10705,5.0,1415000,10382 Rue Chamberry,"San Diego, CA",3408.0,3.1,10705
11784,2.0,449000,29462 Circle R Greens Dr,"Escondido, CA",1302.0,2.0,11784
6155,5.0,402490,30132 Crescent Pointe Way,"Menifee, CA",2537.0,3.0,6155
7627,3.0,795000,78640 Cabrillo Way,"La Quinta, CA",2580.0,3.1,7627
3650,2.0,449888,1312 Golden Rain M2-67G,"Seal Beach, CA",1150.0,2.0,3650
9334,4.0,485636,17001 Sandoval Lane,"Fontana, CA",2025.0,2.1,9334
10134,4.0,658990,7720 Arosia Drive,"Fontana, CA",2824.0,3.0,10134
5708,4.0,324900,3135 La Paz Lane,"Perris, CA",2150.0,4.0,5708
6386,4.0,459000,1433 Sandy Hill Drive,"Calimesa, CA",2285.0,2.1,6386
319,4.0,747000,2801 Sheltenham Way,"Bakersfield, CA",3221.0,2.1,319
1629,3.0,504500,"3595 Santa Fe Avenue, #182","Long Beach, CA",1600.0,2.0,1629
5498,3.0,255000,84691 Bagdad Street,"Coachella, CA",1798.0,3.0,5498
8613,4.0,279000,8175 Balsa Avenue,"Yucca Valley, CA",1558.0,2.0,8613
8853,3.0,302000,125 S Tamarisk Avenue,"Rialto, CA",1100.0,1.0,8853
9895,3.0,629000,119 Grizzly Road,"Lake Arrowhead, CA",3318.0,2.1,9895
3246,5.0,1729000,11 Knotty Oak Circle,"Coto de Caza, CA",5312.0,5.1,3246
10109,4.0,645000,920 W 21st Street,"Upland, CA",1908.0,2.1,10109
1943,4.0,569999,11573 Cherrylee Drive,"El Monte, CA",1472.0,3.0,1943
5075,3.0,1099000,78745 Avenida La Jarita,"La Quinta, CA",3482.0,3.1,5075
6084,4.0,369988,11514 Seaport Circle,"Moreno Valley, CA",1683.0,2.0,6084
10389,4.0,745000,16474 Cyan Court,"Chino Hills, CA",2095.0,3.0,10389
903,1.0,270000,5500 LINDLEY AVE,"Encino, CA",706.0,1.0,903
10788,6.0,1399900,2563 Wellspring St,"Carlsbad, CA",3352.0,5.1,10788
10440,4.0,799000,35565 Carter Street,"Yucaipa, CA",3375.0,3.2,10440
7050,4.0,625000,42947 Cinnamon Lane,"Temecula, CA",3094.0,4.0,7050
5625,4.0,305000,757 N Blanchard Street,"Banning, CA",1707.0,2.0,5625
8059,5.0,999000,81200 Golf View Drive,"La Quinta, CA",3816.0,4.1,8059
1640,2.0,475000,8231 Comolette Street,"Downey, CA",944.0,1.0,1640
7351,3.0,749000,57770 Black Diamond,"La Quinta, CA",2611.0,3.0,7351
59,3.0,219000,2805 Klondike Way,"Pine Mountain Club, CA",1584.0,2.0,59
6183,3.0,403000,5876 Fairlane Drive,"Riverside, CA",1732.0,2.1,6183
4966,3.0,1195000,20 Vista Encantada,"Rancho Mirage, CA",3763.0,3.1,4966
9251,3.0,429900,1003 Fawnskin Drive,"Fawnskin, CA",1494.0,2.0,9251
520,3.0,1495000,1724 S BEDFORD Street,"Los Angeles, CA",1467.0,2.0,520
9061,2.0,350000,670 Eureka Drive,"Big Bear, CA",1239.0,1.0,9061
3523,2.0,249000,1301 Oakmont Road,"Seal Beach, CA",1100.0,1.0,3523
4710,3.0,849000,20625 Adam Circle,"Yorba Linda, CA",1986.0,2.1,4710
9420,3.0,498990,3856 S Manitoba Place,"Ontario, CA",2016.0,2.1,9420
3624,3.0,444900,374 N Via Trieste,"Anaheim, CA",1347.0,1.1,3624
3973,,699800,3918 S Birch Street,"Santa Ana, CA",1672.0,2.0,3973
4700,4.0,899999,5811 E Crater Lake Avenue,"Orange, CA",2331.0,2.1,4700
3333,5.0,1789000,18582 Derby Circle,"Huntington Beach, CA",3540.0,3.1,3333
7202,5.0,669999,12683 Dolly Court,"Corona, CA",3031.0,3.0,7202
11528,3.0,445000,147 HIGHLINE TRL,"El Cajon, CA",1053.0,1.1,11528
4744,4.0,949000,26976 Safiro,"Mission Viejo, CA",2660.0,2.1,4744
9056,4.0,360000,18616 Main Street,"Hesperia, CA",2176.0,3.0,9056
293,3.0,550000,40171 Wilson Street,"Caliente, CA",2040.0,2.1,293
3368,5.0,1990000,65 New Dawn,"Irvine, CA",4456.0,4.1,3368
2928,4.0,985000,2528 Plaza Del Amo,"Torrance, CA",2370.0,2.1,2928
5056,5.0,1394000,1326 Madero Circle,"Palm Springs, CA",3077.0,4.0,5056
237,3.0,349000,1408 Banff Drive,"Pine Mountain Club, CA",2380.0,2.0,237
8976,3.0,400000,15563 Riviera Lane,"Fontana, CA",1653.0,2.1,8976
2622,4.0,750000,3149 Shadypark Drive,"Long Beach, CA",1660.0,2.0,2622
3819,4.0,558800,26495 Bay Tree Road,"San Juan Capistrano, CA",1572.0,2.0,3819
8309,3.0,230000,14160 Cholame Road,"Victorville, CA",1452.0,2.0,8309
1117,2.0,335000,540 W 88th Place,"Los Angeles, CA",672.0,1.0,1117
7487,3.0,795000,344 W Racquet Club Road,"Palm Springs, CA",1994.0,2.0,7487
245,3.0,439000,28721 Delaware Place,"Tehachapi, CA",,2.1,245
6112,3.0,399800,26191 Charismatic Court,"Moreno Valley, CA",2026.0,2.0,6112
7794,4.0,799000,54805 Avenida Madero,"La Quinta, CA",2155.0,3.0,7794
1290,3.0,375000,3544 E AVENUE T2,"Palmdale, CA",2260.0,3.0,1290
11430,3.0,349900,525 W El Norte Pkwy Spc 323,"Escondido, CA",1512.0,2.0,11430
10465,4.0,850000,10550 Jefferson Street,"Yucaipa, CA",3174.0,3.0,10465
10883,5.0,1125000,1732 Skimmer Ct,"Carlsbad, CA",3622.0,4.1,10883
10089,4.0,699000,14197 Haverford Ave,"Chino, CA",2995.0,3.0,10089
188,4.0,317000,26990 Owl Court,"Tehachapi, CA",2065.0,2.0,188
4301,3.0,749900,88 Galan Street,"Ladera Ranch, CA",1861.0,2.0,4301
5487,,229000,33130 Skylark Drive,"Lake Elsinore, CA",1728.0,2.0,5487
2433,2.0,735000,26219 Ozone Avenue,"Harbor City, CA",1073.0,2.0,2433
9310,3.0,450000,15163 Randall Avenue,"Fontana, CA",945.0,1.0,9310
9199,4.0,449000,11051 Walnut Street,"Bloomington, CA",2124.0,3.0,9199
220,5.0,359900,11409 Revolution Road,"Bakersfield, CA",2527.0,3.1,220
7399,4.0,725000,70580 Granite Trail,"Mountain Center, CA",3333.0,3.0,7399
9956,4.0,619900,13146 Ivanpah Road,"Apple Valley, CA",3157.0,2.1,9956
2168,5.0,599999,14556 Willowgreen Lane,"Sylmar, CA",2204.0,3.0,2168
9554,4.0,524900,18024 Iolite Loop,"San Bernardino, CA",,2.1,9554
1577,2.0,480000,14036 Dittmar Drive,"Whittier, CA",864.0,1.0,1577
7044,4.0,635000,16712 Golden Bluff Loop,"Riverside, CA",3400.0,3.0,7044
6576,4.0,534999,3581 Bandini Avenue,"Riverside, CA",1689.0,2.0,6576
7468,4.0,720000,78720 Avnida La Fonda,"La Quinta, CA",2777.0,4.0,7468
982,6.0,325000,44644 27th Street E,"Lancaster, CA",2925.0,3.0,982
7892,3.0,925000,55599 Encino Road,"Idyllwild, CA",2317.0,3.1,7892
5021,2.0,995000,11055 Sunset Avenue,"Banning, CA",1130.0,2.0,5021
686,2.0,210000,43033 W 39th Street,"Lancaster, CA",720.0,1.0,686
3288,4.0,1499500,137 Smallwheel,"Irvine, CA",2175.0,3.0,3288
462,4.0,1400000,6440 S Holt Avenue,"Los Angeles, CA",3101.0,3.1,462
11198,3.0,289000,32163 Camino San Ignacio,"Warner Springs, CA",1576.0,2.0,11198
4515,4.0,759900,23962 Copenhagen Street,"Mission Viejo, CA",2246.0,2.1,4515
7552,2.0,745000,640 Ocotillo Avenue,"Palm Springs, CA",2127.0,3.0,7552
4395,3.0,795000,6583 E Calle Del Norte,"Anaheim Hills, CA",1700.0,2.0,4395
7655,3.0,749999,62 Colgate Drive,"Rancho Mirage, CA",2940.0,3.0,7655
10947,5.0,1789900,1047 Canyon Creek Pl,"Escondido, CA",4821.0,5.0,10947
5173,4.0,1950000,22 Mount San Jacinto Circle,"Rancho Mirage, CA",3785.0,4.1,5173
5247,7.0,1875000,42310 Sandak Road,"Temecula, CA",6241.0,5.1,5247
9065,4.0,373500,413 Doyle Avenue,"Redlands, CA",1644.0,2.0,9065
889,2.0,260500,7129 COLDWATER CANYON AVE,"North Hollywood, CA",750.0,1.0,889
7329,,750000,3221 Del Sol Pointe,"Riverside, CA",3773.0,3.1,7329
472,1.0,1194000,706 MARR Street,"Venice, CA",499.0,1.0,472
3311,4.0,1579000,105 Sideways,"Irvine, CA",3158.0,4.0,3311
8877,3.0,305000,3361 N Golden Avenue,"San Bernardino, CA",943.0,1.1,8877
9214,5.0,399000,4830 Genevieve Street,"San Bernardino, CA",1858.0,2.0,9214
658,3.0,204900,44347 Stanridge Avenue,"Lancaster, CA",943.0,1.0,658
2892,3.0,799000,4823 Craner,"North Hollywood, CA",1687.0,2.1,2892
10562,5.0,838000,13995 Plum Hollow Lane,"Chino Hills, CA",3098.0,3.0,10562
4023,4.0,660000,645 S Roanne Street,"Anaheim, CA",1221.0,2.0,4023
5702,4.0,279900,77995 Calle Sinaloa,"La Quinta, CA",1257.0,2.0,5702
3840,4.0,600000,23482 Via Burriana,"Mission Viejo, CA",1871.0,3.0,3840
69,3.0,249000,1826 Zermatt Drive,"Pine Mountain Club, CA",1426.0,2.2,69
2398,4.0,739000,22664 Cohasset Street,"West Hills, CA",1400.0,2.0,2398
5383,3.0,239500,1129 Bottle Tree Way,"Hemet, CA",1318.0,2.0,5383
6766,5.0,579900,30625 Linden Court,"Temecula, CA",2985.0,3.0,6766
11147,1.0,249000,6665 Mission Gorge Rd,"San Diego, CA",638.0,1.0,11147
6875,5.0,574900,23793 Via Segovia,"Murrieta, CA",3650.0,4.0,6875
9388,4.0,445000,3544 Rosena Ranch Road,"San Bernardino, CA",2331.0,3.0,9388
2926,5.0,999000,17459 Hatteras Street,"Encino, CA",2200.0,4.0,2926
5227,3.0,1749000,46705 Quail Run Drive,"Indian Wells, CA",4588.0,3.1,5227
2574,3.0,799000,2846 Griffin Avenue,"Los Angeles, CA",1705.0,3.0,2574
1624,3.0,499900,5525 W Ave X,"Acton, CA",1816.0,2.0,1624
6288,4.0,395432,85 Emory Avenue,"Beaumont, CA",2952.0,3.0,6288
11394,2.0,364900,9995 Scripps Westview Way,"San Diego, CA",914.0,1.0,11394
2952,4.0,925000,6143 Morella Avenue,"Valley Village, CA",1578.0,2.0,2952
3314,,1547888,33 Dogwood,"Lake Forest, CA",3401.0,4.1,3314
10606,3.0,899900,43690 Colusa Drive,"Big Bear, CA",2863.0,3.0,10606
8503,4.0,269000,10278 Maricopa Road,"Victorville, CA",1806.0,2.0,8503
2034,3.0,570000,7634 Lindley Avenue,"Reseda, CA",1776.0,2.0,2034
751,3.0,278500,13252 E Avenue W2,"Pearblossom, CA",1473.0,2.0,751
5191,4.0,1525000,343 Baristo Road,"Palm Springs, CA",2243.0,4.0,5191
920,3.0,269900,700 Trixis Avenue,"Lancaster, CA",1304.0,2.0,920
2335,2.0,650000,10703 Sherman Place,"Sun Valley, CA",1035.0,1.0,2335
3866,3.0,605000,1521 MIKINDA Avenue,"La Habra, CA",1273.0,2.0,3866
8046,4.0,899900,4 Calle Del Norte,"Rancho Mirage, CA",3521.0,4.1,8046
4992,3.0,999999,1347 Paseo De Marcia,"Palm Springs, CA",2034.0,3.0,4992
11238,2.0,296000,35109 Highway 79,"Warner Springs, CA",2276.0,2.0,11238
4713,4.0,885000,3520 Iris Circle,"Seal Beach, CA",2016.0,2.0,4713
1703,2.0,535000,1468 E Navilla Place,"Covina, CA",1280.0,2.0,1703
1883,4.0,579000,25242 De Wolfe Road,"Newhall, CA",1262.0,3.0,1883
3002,5.0,949800,4889 Marion Avenue,"Baldwin Park, CA",2992.0,5.1,3002
11648,3.0,470000,2040 Osborn St,"San Diego, CA",756.0,2.0,11648
9999,2.0,599800,5668 William S Hart Road,"Pioneertown, CA",1893.0,2.0,9999
2559,3.0,779900,19814 Victory Boulevard,"Woodland Hills, CA",1620.0,2.0,2559
9994,5.0,645000,9376 Homestead Drive,"Rancho Cucamonga, CA",3288.0,4.0,9994
6455,4.0,494500,3067 Wollyleaf Court,"Perris, CA",3695.0,3.0,6455
7770,4.0,815000,4347 Cabot Drive,"Corona, CA",3413.0,3.0,7770
4332,5.0,725000,4544 Via El Molino,"Yorba Linda, CA",1838.0,2.0,4332
9672,3.0,599900,15151 Genova Court,"Chino Hills, CA",2006.0,2.0,9672
9992,4.0,636880,5318 Mariner Lane,"Chino, CA",2661.0,3.0,9992
3638,3.0,449900,2000 W Palmyra Avenue,"Orange, CA",1387.0,2.1,3638
3135,5.0,1150000,23045 STONERIDGE,"Mission Viejo, CA",3440.0,3.1,3135
6757,5.0,565000,4775 Wanamaker Drive,"Mira Loma, CA",2915.0,3.1,6757
10876,5.0,1079000,1585 Glencrest Dr,"San Marcos, CA",3449.0,4.1,10876
9490,3.0,525000,5779 Portsmouth Street,"Chino, CA",1658.0,2.0,9490
1314,2.0,439000,22704 KINARD Avenue,"Carson, CA",838.0,1.0,1314
7848,3.0,899000,80355 Spanish Bay,"La Quinta, CA",2974.0,3.1,7848
10268,,699900,25045 Crestview Drive,"Loma Linda, CA",3200.0,3.0,10268
